11062.00
16675.00
21700.00
29975.00
20325.00
24600.00
32600.00
8325.00
7650.00
14625.00
11925.00
16350.00
25025.00
15650.00
16025.00
23025.00
18612.00
19301.00
18612.00
22350.00
20450.00
10000.00
6624.00
14720.00
15456.00
48846.00
43418.00
47036.00
21591.00
17736.00
24675.00
21120.00
21120.00
23760.00
24751.00
23799.00
24751.00
28350.00
27301.00
28350.00
26232.00
26232.00
26232.00
37594.00
36202.00
89575.00
40568.00
39066.00
39066.00
37518.00
38962.00
37518.00
46667.00
44800.00
48533.00
55922.00
53685.00
60395.00
